Agency,OfficeCode,ClientName,DebtorsAccountCode,MediaName,ClientCode,ProductCode,ProductName,CampaignCode,CampaignName,BuyMonth,BuySerial,BookingCategoryShortname,SupplierName,BuyerName,BuyerPID,BuyDate,BookedDate,LastAmendedInvoice,CampaignReference,ClientReference,BillComments,PO,PO_Reference,Gross,MediaDiscountPercentage,Payable,Paid,UnPaid,AgencyCommission,Billable,Billed,UnBilled,LevyBillable,Unbilled Client Cost,VATBillable,Vouchered,AgencyCommentBy,Action,AgencyCommentDate,Bill,LocalCurrencyCode,AccountExchangerate,BillableCurrency,ASBOF / BASBOF,BilledCurrency,UnbilledCurrency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BEAUTY LES BEIGES,6,FB_MU_LESBEIGESHEROSUPPO,Jun-24,,Display,HEARST DIGITAL,,,,,,,PO00062541,PO00062541,PO00062541,PO00062541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BEAUTY LES BEIGES,6,FB_MU_LESBEIGESHEROSUPPO,Jun-24,,Display,ELLE UK,,,,,,,PO00062541,PO00062541,PO00062541,PO00062541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BEAUTY LES BEIGES,6,FB_MU_LESBEIGESHEROSUPPO,Jun-24,,Display,SHEERLUXE,,,,,,,PO00062541,PO00062541,PO00062541,PO00062541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BEAUTY LES BEIGES,6,FB_MU_LESBEIGESHEROSUPPO,Jun-24,,Display,ELLE UK,,,,,,,PO00062541,PO00062541,PO00062541,PO00062541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,INT'L,,,FEES,6,REGIONAL OPS_APR-DEC24,Jul-24,,Product -Int,PHD INTERNATIONAL (GBP),,,,,,,PO00060496,,PO00060496,PO00060496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BEAUTY LES BEIGES,7,CHANEL_VIDEO_LES BEIGES-,May-24,,Adserving,SIZMEK STRIKEAD GBP,,,,,,,PO00062541,,PO00062541,PO00062541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BEAUTY LES BEIGES,7,CHANEL_VIDEO_LES BEIGES-,May-24,,TechFees,GOOGLE INSTANT RESERVE,,,,,,,PO00062541,,PO00062541,PO00062541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BEAUTY LES BEIGES,7,CHANEL_VIDEO_LES BEIGES-,Jun-24,,VOD,GOOGLE INSTANT RESERVE,,,,,,,PO00062541,,PO00062541,PO00062541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BEAUTY LES BEIGES,7,CHANEL_VIDEO_LES BEIGES-,Jun-24,,Adserving,SIZMEK STRIKEAD GBP,,,,,,,PO00062541,,PO00062541,PO00062541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BEAUTY LES BEIGES,7,CHANEL_VIDEO_LES BEIGES-,Jun-24,,TechFees,GOOGLE INSTANT RESERVE,,,,,,,PO00062541,,PO00062541,PO00062541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,7,FB_FR_BLEUDECHANEL_2024_,Jun-24,,Adserving,INTEGRAL ADSCIENCE,,,,,,,PO00060490,PO00060490,PO00060490,PO00060490,,,85.00,,,3.40,,,,0.85,89.25,16.95,Vouchered,,OK,,Y,GBP,1.00,84.76,0.00,0.00,84.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,7,FB_FR_BLEUDECHANEL_2024_,Jun-24,,Adserving,SIZMEK STRIKEAD GBP,,,,,,,PO00060490,PO00060490,PO00060490,PO00060490,,,25.00,,,1.00,,,,0.25,26.25,4.66,Vouchered,,OK,,Y,GBP,1.00,23.31,0.00,0.00,23.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,7,FB_FR_BLEUDECHANEL_2024_,Jun-24,,Display,CONDE NAST,,,,,,,PO00060490,PO00060490,PO00060490,PO00060490,,,"1,200.00",,,48.00,,,,12.00,"1,260.00",250.15,Vouchered,,OK,,Y,GBP,1.00,"1,250.74",1.25,0.00,"1,250.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,7,FB_FR_BLEUDECHANEL_2024_,Jun-24,,Display,CONDE NAST,,,,,,,PO00060490,PO00060490,PO00060490,PO00060490,,,"14,000.00",,,560.00,,,,140.00,"14,700.00","2,910.94",Vouchered,,OK,,Y,GBP,1.00,"14,554.69",14.55,0.00,"14,554.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,7,FB_FR_BLEUDECHANEL_2024_,Jun-24,,Display,HEARST DIGITAL,,,,,,,PO00060490,PO00060490,PO00060490,PO00060490,,,"10,200.00",,,408.00,,,,102.00,"10,710.00","2,145.18",Vouchered,,OK,,Y,GBP,1.00,"10,725.91",10.73,0.00,"10,725.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,7,FB_FR_BLEUDECHANEL_2024_,Jun-24,,Display,TELEGRAPH,,,,,,,PO00060490,PO00060490,PO00060490,PO00060490,,,"19,000.00",,,760.00,,,,190.00,"19,950.00","3,967.64",Vouchered,,OK,,Y,GBP,1.00,"19,838.21",19.84,0.00,"19,838.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,7,FB_FR_BLEUDECHANEL_2024_,Jun-24,,Display,WETRANSFER BV (GBP),,,,,,,PO00060490,PO00060490,PO00060490,PO00060490,,,"23,000.00",,,920.00,,,,230.00,"24,150.00","5,210.81",Vouchered,,OK,,Y,GBP,1.00,"26,054.07",26.05,0.00,"26,054.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,7,FB_FR_BLEUDECHANEL_2024_,Jun-24,,Display,CONDE NAST,,,,,,,PO00060490,PO00060490,PO00060490,PO00060490,,,"1,200.00",,,48.00,,,,12.00,"1,260.00",283.83,Vouchered,,OK,,Y,GBP,1.00,"1,419.14",1.42,0.00,"1,419.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,7,FB_FR_BLEUDECHANEL_2024_,Jun-24,,Display,CONDE NAST,,,,,,,PO00060490,PO00060490,PO00060490,PO00060490,,,"1,400.00",,,56.00,,,,14.00,"1,470.00",253.08,Vouchered,,OK,,Y,GBP,1.00,"1,265.39",1.27,0.00,"1,265.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,7,FB_FR_BLEUDECHANEL_2024_,Jun-24,,Display,CONDE NAST,,,,,,,PO00060490,PO00060490,PO00060490,PO00060490,,,"14,000.00",,,560.00,,,,140.00,"14,700.00","2,910.94",Vouchered,,OK,,Y,GBP,1.00,"14,554.69",14.55,0.00,"14,554.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,7,FB_FR_BLEUDECHANEL_2024_,Jun-24,,Display,CONDE NAST,,,,,,,PO00060490,PO00060490,PO00060490,PO00060490,,,"1,400.00",,,56.00,,,,14.00,"1,470.00",297.37,Vouchered,,OK,,Y,GBP,1.00,"1,486.87",1.49,0.00,"1,486.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,7,FB_FR_BLEUDECHANEL_2024_,Jun-24,,Display,HEARST DIGITAL,,,,,,,PO00060490,PO00060490,PO00060490,PO00060490,,,100.00,,,4.00,,,,1.00,105.00,27.67,Vouchered,,OK,,Y,GBP,1.00,138.35,0.14,0.00,138.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,7,FB_FR_BLEUDECHANEL_2024_,Jun-24,,Display,HEARST DIGITAL,,,,,,,PO00060490,PO00060490,PO00060490,PO00060490,,,"4,000.00",,,160.00,,,,40.00,"4,200.00",835.77,Vouchered,,OK,,Y,GBP,1.00,"4,178.84",4.18,0.00,"4,178.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,7,FB_FR_BLEUDECHANEL_2024_,Jun-24,,Display,HEARST DIGITAL,,,,,,,PO00060490,PO00060490,PO00060490,PO00060490,,,390.00,,,15.60,,,,3.90,409.50,64.48,Vouchered,,OK,,Y,GBP,1.00,322.41,0.32,0.00,322.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,8,CHANEL_VIDEO_BLEU-UK_23,Jun-24,,VOD,GOOGLE INSTANT RESERVE,,,,,,,PO00060490,,PO00060490,PO00060490,,,"15,000.00",,,450.00,,,,150.00,"15,600.00","2,939.21",Vouchered,,OK,,Y,GBP,1.00,"14,696.03",14.70,0.00,"14,696.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,8,CHANEL_VIDEO_BLEU-UK_23,Jun-24,,VOD,SKY,,,,,,,PO00060490,,PO00060490,PO00060490,,,"14,000.00",,,420.00,,,,140.00,"14,560.00","2,996.79",Vouchered,,OK,,Y,GBP,1.00,"14,983.97",14.98,0.00,"14,983.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,8,CHANEL_VIDEO_BLEU-UK_23,Jun-24,,VOD,ITV.COM,,,,,,,PO00060490,,PO00060490,PO00060490,,,"30,000.00",,,900.00,,,,300.00,"31,200.00","5,993.55",Vouchered,,OK,,Y,GBP,1.00,"29,967.76",29.97,0.00,"29,967.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,8,CHANEL_VIDEO_BLEU-UK_23,Jun-24,,VOD,CHANNEL 4,,,,,,,PO00060490,,PO00060490,PO00060490,,,"25,000.00",,,750.00,,,,250.00,"26,000.00","6,646.47",Vouchered,,OK,,Y,GBP,1.00,"33,232.33",33.23,0.00,"33,232.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,8,CHANEL_VIDEO_BLEU-UK_23,Jun-24,,VOD,ITV.COM,,,,,,,PO00060490,,PO00060490,PO00060490,,,"3,560.00",,,106.80,,,,35.60,"3,702.40",230.79,Vouchered,,OK,,Y,GBP,1.00,"1,153.96",1.15,0.00,"1,153.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,8,CHANEL_VIDEO_BLEU-UK_23,Jun-24,,VOD,VEVO,,,,,,,PO00060490,,PO00060490,PO00060490,,,"20,000.00",,,600.00,,,,200.00,"20,800.00","3,745.82",Vouchered,,OK,,Y,GBP,1.00,"18,729.10",18.73,0.00,"18,729.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,8,CHANEL_VIDEO_BLEU-UK_23,Jun-24,,VOD,CHANNEL 4,,,,,,,PO00060490,,PO00060490,PO00060490,,,"3,000.00",,,90.00,,,,30.00,"3,120.00",665.99,Vouchered,,OK,,Y,GBP,1.00,"3,329.94",3.33,0.00,"3,329.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,8,CHANEL_VIDEO_BLEU-UK_23,Jun-24,,VOD,SPOTIFY LTD (ONLINE),,,,,,,PO00060490,,PO00060490,PO00060490,,,"18,000.00",,,540.00,,,,180.00,"18,720.00","3,739.47",Vouchered,,OK,,Y,GBP,1.00,"18,697.36",18.70,0.00,"18,697.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,8,CHANEL_VIDEO_BLEU-UK_23,Jun-24,,Adserving,INTEGRAL ADSCIENCE,,,,,,,PO00060490,,PO00060490,PO00060490,,,15.00,,,0.45,,,,0.15,15.60,3.53,Vouchered,,OK,,Y,GBP,1.00,17.64,0.00,0.00,17.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,8,CHANEL_VIDEO_BLEU-UK_23,Jun-24,,Adserving,SIZMEK STRIKEAD GBP,,,,,,,PO00060490,,PO00060490,PO00060490,,,25.00,,,0.75,,,,0.25,26.00,1.90,Vouchered,,OK,,Y,GBP,1.00,9.49,0.00,0.00,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,8,CHANEL_VIDEO_BLEU-UK_23,Jun-24,,VOD,SKY,,,,,,,PO00060490,,PO00060490,PO00060490,,,"3,000.00",,,90.00,,,,30.00,"3,120.00",665.98,Vouchered,,OK,,Y,GBP,1.00,"3,329.88",3.33,0.00,"3,329.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,8,CHANEL_VIDEO_BLEU-UK_23,Jun-24,,TechFees,GOOGLE INSTANT RESERVE,,,,,,,PO00060490,,PO00060490,PO00060490,,,400.00,,,12.00,,,,4.00,416.00,70.99,Vouchered,,OK,,Y,GBP,1.00,354.97,0.00,0.00,354.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,8,CHANEL_VIDEO_BLEU-UK_23,Jun-24,,VOD,ITV.COM,,,,,,,PO00060490,,PO00060490,PO00060490,,,"5,000.00",,,150.00,,,,50.00,"5,200.00",998.92,Vouchered,,OK,,Y,GBP,1.00,"4,994.62",4.99,0.00,"4,994.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,DISPLAY,,,BLEU,8,CHANEL_VIDEO_BLEU-UK_23,Jun-24,,VOD,ITV.COM,,,,,,,PO00060490,,PO00060490,PO00060490,,,"3,000.00",,,90.00,,,,30.00,"3,120.00",665.97,Vouchered,,OK,,Y,GBP,1.00,"3,329.87",3.33,0.00,"3,329.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,FEES,,,FEES,8,F&B_APR-DEC24_FEE,Jul-24,,Plan / Buy,FEES,,,,,,,PO00060496,,PO00060496,PO00060496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,SEARCH&SOC,,,BEAUTY - SKINCARE,9,CHANEL_N1H2_SOCIAL_UK_20,Jun-24,,TechFees,INTEGRAL AD SCIENCE UK LIMITED,,,,,,,,PO00074720,PO00074720,PO00074720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,SEARCH&SOC,,,BEAUTY - SKINCARE,9,CHANEL_N1H2_SOCIAL_UK_20,Jun-24,,BiddSocial,TIKTOK INFORMATION TECHNOLOGIE,,,,,,,,PO00074720,PO00074720,PO00074720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,SEARCH&SOC,,,BEAUTY - SKINCARE,9,CHANEL_N1H2_SOCIAL_UK_20,Jun-24,,BiddSocial,FACEBOOK,,,,,,,,,PO00074720,PO00074720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,FEES,,,FEES,9,FASHION_APR-DEC24_FEE,Jul-24,,Plan / Buy,FEES,,,,,,,PO00060496,,PO00060496,PO00060496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,SEARCH&SOC,,,BEAUTY - SKINCARE,9,CHANEL_N1H2_SOCIAL_UK_20,Jul-24,,BiddSocial,FACEBOOK,,,,,,,,,PO00074720,PO00074720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,SEARCH&SOC,,,BEAUTY - SKINCARE,9,CHANEL_N1H2_SOCIAL_UK_20,Jul-24,,TechFees,INTEGRAL AD SCIENCE UK LIMITED,,,,,,,,PO00074720,PO00074720,PO00074720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,SEARCH&SOC,,,BEAUTY - SKINCARE,9,CHANEL_N1H2_SOCIAL_UK_20,Jul-24,,BiddSocial,FACEBOOK,,,,,,,,,PO00074720,PO00074720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,SEARCH&SOC,,,BEAUTY - SKINCARE,9,CHANEL_N1H2_SOCIAL_UK_20,Jul-24,,BiddSocial,TIKTOK INFORMATION TECHNOLOGIE,,,,,,,,PO00074720,PO00074720,PO00074720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,SEARCH&SOC,,,BEAUTY - SKINCARE,9,CHANEL_N1H2_SOCIAL_UK_20,Jul-24,,BiddSocial,PINTEREST,,,,,,,,PO00074720,PO00074720,PO00074720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,SEARCH&SOC,,,BEAUTY - SKINCARE,9,CHANEL_N1H2_SOCIAL_UK_20,Jul-24,,BiddSocial,FACEBOOK,,,,,,,,,PO00074720,PO00074720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,SEARCH&SOC,,,BEAUTY - SKINCARE,9,CHANEL_N1H2_SOCIAL_UK_20,Jul-24,,BiddSocial,FACEBOOK,,,,,,,,,PO00074720,PO00074720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,SEARCH&SOC,,,BEAUTY - SKINCARE,9,CHANEL_N1H2_SOCIAL_UK_20,Jul-24,,BiddSocial,FACEBOOK,,,,,,,,,PO00074720,PO00074720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,FEES,,,FEES,10,WATCHES_APR-DEC24_FEE,Jul-24,,Plan / Buy,FEES,,,,,,,PO00060496,,PO00060496,PO00060496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,FEES,,,FEES,11,JEWELLERY_APR-DEC24_FEE,Jul-24,,Plan / Buy,FEES,,,,,,,PO00060496,,PO00060496,PO00060496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,FEES,,,FEES,12,EYEWEAR_APR-DEC24_FEE,Jul-24,,Plan / Buy,FEES,,,,,,,PO00060496,,PO00060496,PO00060496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD,,CHANEL LIMITED,,FEES,,,FEES,13,REGIONAL I&A FEE_APR-DEC,Jul-24,,Plan / Buy,FEES,,,,,,,PO00060496,,PO00060496,PO00060496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,,,,,,,,,,,,,,,"340,000.00",,"340,000.00",,,"11,650.00",0.00,0.00,0.00,"3,400.00","355,050.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
